COD_IBGE|NIVEL_IBGE|NIVEL_NOME|MUNICIPIO|POPULACAO|UF
3132909|N6|Município|Itamogi|10122|MG
3133006|N6|Município|Itamonte|15844|MG
3133105|N6|Município|Itanhandu|15511|MG
3133204|N6|Município|Itanhomi|12259|MG
3133303|N6|Município|Itaobim|20997|MG
3133402|N6|Município|Itapagipe|15511|MG
3133501|N6|Município|Itapecerica|21760|MG
3133600|N6|Município|Itapeva|9976|MG
3133709|N6|Município|Itatiaiuçu|11354|MG
3133758|N6|Município|Itaú de Minas|16286|MG
3133808|N6|Município|Itaúna|94455|MG
3133907|N6|Município|Itaverava|5321|MG
3134004|N6|Município|Itinga|15053|MG
3134103|N6|Município|Itueta|6074|MG
3134202|N6|Município|Ituiutaba|105818|MG
3134301|N6|Município|Itumirim|5978|MG
3134400|N6|Município|Iturama|40101|MG
3134509|N6|Município|Itutinga|3749|MG
3134608|N6|Município|Jaboticatubas|20683|MG
3134707|N6|Município|Jacinto|12320|MG
3134806|N6|Município|Jacuí|7695|MG
3134905|N6|Município|Jacutinga|26538|MG
3135001|N6|Município|Jaguaraçu|3151|MG
3135050|N6|Município|Jaíba|39850|MG
3135076|N6|Município|Jampruca|5453|MG
3135100|N6|Município|Janaúba|72374|MG
3135209|N6|Município|Januária|67958|MG
3135308|N6|Município|Japaraíba|4418|MG
3135357|N6|Município|Japonvar|7991|MG
3135407|N6|Município|Jeceaba|4795|MG
3135456|N6|Município|Jenipapo de Minas|7781|MG
3135506|N6|Município|Jequeri|12246|MG
3135605|N6|Município|Jequitaí|7407|MG
3135704|N6|Município|Jequitibá|5203|MG
3135803|N6|Município|Jequitinhonha|25555|MG
3135902|N6|Município|Jesuânia|4774|MG
3136009|N6|Município|Joaíma|15476|MG
3136108|N6|Município|Joanésia|4382|MG
3136207|N6|Município|João Monlevade|80903|MG
3136306|N6|Município|João Pinheiro|47990|MG
3136405|N6|Município|Joaquim Felício|4757|MG
3136504|N6|Município|Jordânia|10872|MG
3136520|N6|Município|José Gonçalves de Minas|4474|MG
3136553|N6|Município|José Raydan|5104|MG
3136579|N6|Município|Josenópolis|4911|MG
3136603|N6|Município|Nova União|5739|MG
3136652|N6|Município|Juatuba|27823|MG
3136702|N6|Município|Juiz de Fora|577532|MG
3136801|N6|Município|Juramento|4359|MG
3136900|N6|Município|Juruaia|10795|MG
3136959|N6|Município|Juvenília|5706|MG
3137007|N6|Município|Ladainha|18272|MG
3137106|N6|Município|Lagamar|7588|MG
3137205|N6|Município|Lagoa da Prata|53236|MG
3137304|N6|Município|Lagoa dos Patos|4062|MG
3137403|N6|Município|Lagoa Dourada|13115|MG
3137502|N6|Município|Lagoa Formosa|18168|MG
3137536|N6|Município|Lagoa Grande|9681|MG
3137601|N6|Município|Lagoa Santa|66744|MG
3137700|N6|Município|Lajinha|19914|MG
3137809|N6|Município|Lambari|20995|MG
3137908|N6|Município|Lamim|3366|MG
3138005|N6|Município|Laranjal|6856|MG
3138104|N6|Município|Lassance|6494|MG
3138203|N6|Município|Lavras|105756|MG
3138302|N6|Município|Leandro Ferreira|3222|MG
3138351|N6|Município|Leme do Prado|4923|MG
3138401|N6|Município|Leopoldina|52690|MG
3138500|N6|Município|Liberdade|4994|MG
3138609|N6|Município|Lima Duarte|16749|MG
3138625|N6|Município|Limeira do Oeste|7640|MG
3138658|N6|Município|Lontra|9766|MG
3138674|N6|Município|Luisburgo|6249|MG
3138682|N6|Município|Luislândia|6735|MG
3138708|N6|Município|Luminárias|5431|MG
3138807|N6|Município|Luz|18297|MG
3138906|N6|Município|Machacalis|7112|MG
3139003|N6|Município|Machado|42682|MG
3139102|N6|Município|Madre de Deus de Minas|5119|MG
3139201|N6|Município|Malacacheta|18556|MG
3139250|N6|Município|Mamonas|6565|MG
3139300|N6|Município|Manga|18051|MG
3139409|N6|Município|Manhuaçu|92074|MG
3139508|N6|Município|Manhumirim|22894|MG
3139607|N6|Município|Mantena|27651|MG
3139706|N6|Município|Maravilhas|8113|MG
3139805|N6|Município|Mar de Espanha|12985|MG
3139904|N6|Município|Maria da Fé|14019|MG
3140001|N6|Município|Mariana|61830|MG
3140100|N6|Município|Marilac|4079|MG
3140159|N6|Município|Mário Campos|15814|MG
3140209|N6|Município|Maripá de Minas|3000|MG
3140308|N6|Município|Marliéria|4030|MG
3140407|N6|Município|Marmelópolis|2701|MG
3140506|N6|Município|Martinho Campos|13497|MG
3140530|N6|Município|Martins Soares|8640|MG
3140555|N6|Município|Mata Verde|8700|MG
3140605|N6|Município|Materlândia|4415|MG
3140704|N6|Município|Mateus Leme|31631|MG
3140803|N6|Município|Matias Barbosa|14626|MG
3140852|N6|Município|Matias Cardoso|11360|MG
3140902|N6|Município|Matipó|19098|MG
3141009|N6|Município|Mato Verde|12367|MG
3141108|N6|Município|Matozinhos|38469|MG
3141207|N6|Município|Matutina|3733|MG
3141306|N6|Município|Medeiros|3861|MG
3141405|N6|Município|Medina|20701|MG
3141504|N6|Município|Mendes Pimentel|6446|MG
3141603|N6|Município|Mercês|10775|MG
3141702|N6|Município|Mesquita|5489|MG
3141801|N6|Município|Minas Novas|31509|MG
3141900|N6|Município|Minduri|3891|MG
3142007|N6|Município|Mirabela|13651|MG
3142106|N6|Município|Miradouro|10818|MG
3142205|N6|Município|Miraí|15205|MG
3142254|N6|Município|Miravânia|4939|MG
3142304|N6|Município|Moeda|4948|MG
3142403|N6|Município|Moema|7589|MG
3142502|N6|Município|Monjolos|2184|MG
3142601|N6|Município|Monsenhor Paulo|8764|MG
3142700|N6|Município|Montalvânia|14621|MG
3142809|N6|Município|Monte Alegre de Minas|21349|MG
3142908|N6|Município|Monte Azul|20544|MG
3143005|N6|Município|Monte Belo|13139|MG
3143104|N6|Município|Monte Carmelo|48049|MG
3143153|N6|Município|Monte Formoso|4939|MG
3143203|N6|Município|Monte Santo de Minas|21504|MG
3143302|N6|Município|Montes Claros|417478|MG
3143401|N6|Município|Monte Sião|24247|MG
3143450|N6|Município|Montezuma|8379|MG
3143500|N6|Município|Morada Nova de Minas|8955|MG
3143609|N6|Município|Morro da Garça|2413|MG
3143708|N6|Município|Morro do Pilar|3126|MG
3143807|N6|Município|Munhoz|5960|MG
3143906|N6|Município|Muriaé|109997|MG
3144003|N6|Município|Mutum|26945|MG
3144102|N6|Município|Muzambinho|20522|MG
3144201|N6|Município|Nacip Raydan|3221|MG
3144300|N6|Município|Nanuque|40583|MG
3144359|N6|Município|Naque|7104|MG
3144375|N6|Município|Natalândia|3306|MG
3144409|N6|Município|Natércia|4727|MG
3144508|N6|Município|Nazareno|8710|MG
3144607|N6|Município|Nepomuceno|26882|MG
3144656|N6|Município|Ninheira|10355|MG
3144672|N6|Município|Nova Belém|3067|MG
3144706|N6|Município|Nova Era|17524|MG
3144805|N6|Município|Nova Lima|97378|MG
3144904|N6|Município|Nova Módica|3548|MG
3145000|N6|Município|Nova Ponte|16046|MG
3145059|N6|Município|Nova Porteirinha|7493|MG
3145109|N6|Município|Nova Resende|16937|MG
3145208|N6|Município|Nova Serrana|108241|MG
3145307|N6|Município|Novo Cruzeiro|31339|MG
3145356|N6|Município|Novo Oriente de Minas|10800|MG
3145372|N6|Município|Novorizonte|5348|MG
3145406|N6|Município|Olaria|1694|MG
3145455|N6|Município|Olhos-d'Água|6243|MG
3145505|N6|Município|Olímpio Noronha|2829|MG
3145604|N6|Município|Oliveira|41987|MG
3145703|N6|Município|Oliveira Fortes|2128|MG
3145802|N6|Município|Onça de Pitangui|3155|MG
3145851|N6|Município|Oratórios|4671|MG
3145877|N6|Município|Orizânia|8138|MG
3145901|N6|Município|Ouro Branco|40220|MG
3146008|N6|Município|Ouro Fino|33938|MG
3146107|N6|Município|Ouro Preto|74824|MG
3146206|N6|Município|Ouro Verde de Minas|5895|MG
3146255|N6|Município|Padre Carvalho|6466|MG
3146305|N6|Município|Padre Paraíso|20346|MG
3146404|N6|Município|Paineiras|4440|MG
3146503|N6|Município|Pains|8308|MG
3146552|N6|Município|Pai Pedro|6098|MG
3146602|N6|Município|Paiva|1517|MG
3146701|N6|Município|Palma|6606|MG
3146750|N6|Município|Palmópolis|5196|MG
3146909|N6|Município|Papagaios|15922|MG
3147006|N6|Município|Paracatu|94539|MG
3147105|N6|Município|Pará de Minas|95616|MG
3147204|N6|Município|Paraguaçu|21693|MG
3147303|N6|Município|Paraisópolis|21353|MG
3147402|N6|Município|Paraopeba|24854|MG
3147501|N6|Município|Passabém|1619|MG
3147600|N6|Município|Passa Quatro|16439|MG
3147709|N6|Município|Passa Tempo|8031|MG
3147808|N6|Município|Passa Vinte|2024|MG
3147907|N6|Município|Passos|115970|MG
3147956|N6|Município|Patis|6031|MG
3148004|N6|Município|Patos de Minas|154641|MG
3148103|N6|Município|Patrocínio|92116|MG
3148202|N6|Município|Patrocínio do Muriaé|5744|MG
3148301|N6|Município|Paula Cândido|9597|MG
3148400|N6|Município|Paulistas|4794|MG
3148509|N6|Município|Pavão|8390|MG
3148608|N6|Município|Peçanha|17534|MG
3148707|N6|Município|Pedra Azul|24333|MG
3148756|N6|Município|Pedra Bonita|7157|MG
3148806|N6|Município|Pedra do Anta|2960|MG
3148905|N6|Município|Pedra do Indaiá|3977|MG
3149002|N6|Município|Pedra Dourada|2559|MG
3149101|N6|Município|Pedralva|11098|MG
3149150|N6|Município|Pedras de Maria da Cruz|12313|MG
3149200|N6|Município|Pedrinópolis|3651|MG
3149309|N6|Município|Pedro Leopoldo|65149|MG
3149408|N6|Município|Pedro Teixeira|1804|MG
3149507|N6|Município|Pequeri|3340|MG
3149606|N6|Município|Pequi|4457|MG
3149705|N6|Município|Perdigão|11994|MG
3149804|N6|Município|Perdizes|16469|MG
3149903|N6|Município|Perdões|21577|MG
3149952|N6|Município|Periquito|6738|MG
3150000|N6|Município|Pescador|4261|MG
3150109|N6|Município|Piau|2719|MG
3150158|N6|Município|Piedade de Caratinga|8832|MG
3150208|N6|Município|Piedade de Ponte Nova|4141|MG
3150307|N6|Município|Piedade do Rio Grande|4436|MG
3150406|N6|Município|Piedade dos Gerais|5034|MG
3150505|N6|Município|Pimenta|8715|MG
3150539|N6|Município|Pingo-d'Água|5029|MG
3150570|N6|Município|Pintópolis|7540|MG
3150604|N6|Município|Piracema|6386|MG
3150703|N6|Município|Pirajuba|6491|MG
3150802|N6|Município|Piranga|17641|MG
3150901|N6|Município|Piranguçu|5504|MG
3151008|N6|Município|Piranguinho|8683|MG
3151107|N6|Município|Pirapetinga|10791|MG
3151206|N6|Município|Pirapora|56845|MG
3151305|N6|Município|Piraúba|10732|MG
3151404|N6|Município|Pitangui|28433|MG
3151503|N6|Município|Piumhi|35137|MG
3151602|N6|Município|Planura|12445|MG
3151701|N6|Município|Poço Fundo|16900|MG
3151800|N6|Município|Poços de Caldas|169838|MG
3151909|N6|Município|Pocrane|8288|MG
3152006|N6|Município|Pompéu|32248|MG
3152105|N6|Município|Ponte Nova|60003|MG
3152131|N6|Município|Ponto Chique|4305|MG
3152170|N6|Município|Ponto dos Volantes|12235|MG
3152204|N6|Município|Porteirinha|37823|MG
3152303|N6|Município|Porto Firme|11414|MG
3152402|N6|Município|Poté|16675|MG
3152501|N6|Município|Pouso Alegre|154293|MG
3152600|N6|Município|Pouso Alto|5862|MG
3152709|N6|Município|Prados|9128|MG
3152808|N6|Município|Prata|28173|MG
3152907|N6|Município|Pratápolis|8530|MG
3153004|N6|Município|Pratinha|3658|MG
3153103|N6|Município|Presidente Bernardes|5315|MG
3153202|N6|Município|Presidente Juscelino|3572|MG
3153301|N6|Município|Presidente Kubitschek|3000|MG
3153400|N6|Município|Presidente Olegário|19680|MG
3153509|N6|Município|Alto Jequitibá|8286|MG
3153608|N6|Município|Prudente de Morais|10931|MG
3153707|N6|Município|Quartel Geral|3603|MG
3153806|N6|Município|Queluzito|1948|MG
3153905|N6|Município|Raposos|16501|MG
3154002|N6|Município|Raul Soares|23663|MG
3154101|N6|Município|Recreio|10522|MG
3154150|N6|Município|Reduto|7247|MG
3154200|N6|Município|Resende Costa|11578|MG
3154309|N6|Município|Resplendor|17396|MG
3154408|N6|Município|Ressaquinha|4826|MG
3154457|N6|Município|Riachinho|8132|MG
3154507|N6|Município|Riacho dos Machados|9471|MG
3154606|N6|Município|Ribeirão das Neves|341415|MG
3154705|N6|Município|Ribeirão Vermelho|4061|MG
3154804|N6|Município|Rio Acima|10524|MG
3154903|N6|Município|Rio Casca|13384|MG
3155009|N6|Município|Rio Doce|2630|MG
3155108|N6|Município|Rio do Prado|5117|MG
3155207|N6|Município|Rio Espera|5332|MG
3155306|N6|Município|Rio Manso|5924|MG
3155405|N6|Município|Rio Novo|8964|MG
3155504|N6|Município|Rio Paranaíba|12356|MG
3155603|N6|Município|Rio Pardo de Minas|31171|MG
3155702|N6|Município|Rio Piracicaba|14325|MG
3155801|N6|Município|Rio Pomba|18007|MG
3155900|N6|Município|Rio Preto|5493|MG
3156007|N6|Município|Rio Vermelho|12635|MG
3156106|N6|Município|Ritápolis|4521|MG
3156205|N6|Município|Rochedo de Minas|2335|MG
3156304|N6|Município|Rodeiro|8333|MG
3156403|N6|Município|Romaria|3507|MG
3156452|N6|Município|Rosário da Limeira|4648|MG
3156502|N6|Município|Rubelita|5609|MG
3156601|N6|Município|Rubim|10269|MG
3156700|N6|Município|Sabará|137877|MG
3156809|N6|Município|Sabinópolis|15364|MG
3156908|N6|Município|Sacramento|26556|MG
3157005|N6|Município|Salinas|41864|MG
3157104|N6|Município|Salto da Divisa|7014|MG
3157203|N6|Município|Santa Bárbara|31873|MG
3157252|N6|Município|Santa Bárbara do Leste|8212|MG
3157278|N6|Município|Santa Bárbara do Monte Verde|3212|MG
3157302|N6|Município|Santa Bárbara do Tugúrio|4385|MG
3157336|N6|Município|Santa Cruz de Minas|8723|MG
3157377|N6|Município|Santa Cruz de Salinas|4074|MG
3157401|N6|Município|Santa Cruz do Escalvado|4693|MG
3157500|N6|Município|Santa Efigênia de Minas|4354|MG
3157609|N6|Município|Santa Fé de Minas|3806|MG
3157658|N6|Município|Santa Helena de Minas|6406|MG
3157708|N6|Município|Santa Juliana|14497|MG
3157807|N6|Município|Santa Luzia|221705|MG
3157906|N6|Município|Santa Margarida|16393|MG
3158003|N6|Município|Santa Maria de Itabira|10867|MG
3158102|N6|Município|Santa Maria do Salto|5203|MG
3158201|N6|Município|Santa Maria do Suaçuí|14607|MG
3158300|N6|Município|Santana da Vargem|7047|MG
3158409|N6|Município|Santana de Cataguases|3909|MG
3158508|N6|Município|Santana de Pirapama|7538|MG
3158607|N6|Município|Santana do Deserto|3985|MG
3158706|N6|Município|Santana do Garambéu|2494|MG
3158805|N6|Município|Santana do Jacaré|4847|MG
3158904|N6|Município|Santana do Manhuaçu|8660|MG
3158953|N6|Município|Santana do Paraíso|36048|MG
3159001|N6|Município|Santana do Riacho|4334|MG
3159100|N6|Município|Santana dos Montes|3753|MG
3159209|N6|Município|Santa Rita de Caldas|8900|MG
3159308|N6|Município|Santa Rita de Jacutinga|4843|MG
3159357|N6|Município|Santa Rita de Minas|7322|MG
3159407|N6|Município|Santa Rita de Ibitipoca|3380|MG
3159506|N6|Município|Santa Rita do Itueto|5426|MG
3159605|N6|Município|Santa Rita do Sapucaí|44226|MG
3159704|N6|Município|Santa Rosa da Serra|3364|MG
3159803|N6|Município|Santa Vitória|19997|MG
3159902|N6|Município|Santo Antônio do Amparo|18697|MG
3160009|N6|Município|Santo Antônio do Aventureiro|3602|MG
3160108|N6|Município|Santo Antônio do Grama|3861|MG
3160207|N6|Município|Santo Antônio do Itambé|3763|MG
3160306|N6|Município|Santo Antônio do Jacinto|11570|MG
3160405|N6|Município|Santo Antônio do Monte|28603|MG
3160454|N6|Município|Santo Antônio do Retiro|7316|MG
3160504|N6|Município|Santo Antônio do Rio Abaixo|1756|MG
3160603|N6|Município|Santo Hipólito|3044|MG
3160702|N6|Município|Santos Dumont|46357|MG
3160801|N6|Município|São Bento Abade|5411|MG
3160900|N6|Município|São Brás do Suaçuí|3770|MG
3160959|N6|Município|São Domingos das Dores|5672|MG
3161007|N6|Município|São Domingos do Prata|17296|MG
3161056|N6|Município|São Félix de Minas|3354|MG
3161106|N6|Município|São Francisco|56625|MG
3161205|N6|Município|São Francisco de Paula|6512|MG
3161304|N6|Município|São Francisco de Sales|6309|MG
3161403|N6|Município|São Francisco do Glória|4758|MG
3161502|N6|Município|São Geraldo|12751|MG
3161601|N6|Município|São Geraldo da Piedade|3860|MG
3161650|N6|Município|São Geraldo do Baixio|4104|MG
3161700|N6|Município|São Gonçalo do Abaeté|8527|MG
3161809|N6|Município|São Gonçalo do Pará|12776|MG
3161908|N6|Município|São Gonçalo do Rio Abaixo|11114|MG
3162005|N6|Município|São Gonçalo do Sapucaí|25670|MG
3162104|N6|Município|São Gotardo|36084|MG
3162203|N6|Município|São João Batista do Glória|7541|MG
3162252|N6|Município|São João da Lagoa|4949|MG
3162302|N6|Município|São João da Mata|2743|MG
3162401|N6|Município|São João da Ponte|25033|MG
3162450|N6|Município|São João das Missões|13232|MG
3162500|N6|Município|São João del Rei|90897|MG
3162559|N6|Município|São João do Manhuaçu|11785|MG
3162575|N6|Município|São João do Manteninha|5975|MG
3162609|N6|Município|São João do Oriente|7393|MG
3162658|N6|Município|São João do Pacuí|4476|MG
3162708|N6|Município|São João do Paraíso|23797|MG
3162807|N6|Município|São João Evangelista|15761|MG
3162906|N6|Município|São João Nepomuceno|26530|MG
3162922|N6|Município|São Joaquim de Bicas|32696|MG
3162948|N6|Município|São José da Barra|7532|MG
3162955|N6|Município|São José da Lapa|24490|MG
3163003|N6|Município|São José da Safira|4291|MG
3163102|N6|Município|São José da Varginha|5151|MG
3163201|N6|Município|São José do Alegre|4222|MG
3163300|N6|Município|São José do Divino|3851|MG
3163409|N6|Município|São José do Goiabal|5356|MG
3163508|N6|Município|São José do Jacuri|6409|MG
3163607|N6|Município|São José do Mantimento|2821|MG
3163706|N6|Município|São Lourenço|46539|MG
3163805|N6|Município|São Miguel do Anta|6949|MG
3163904|N6|Município|São Pedro da União|4563|MG
3164001|N6|Município|São Pedro dos Ferros|7634|MG
3164100|N6|Município|São Pedro do Suaçuí|5160|MG
3164209|N6|Município|São Romão|12713|MG
3164308|N6|Município|São Roque de Minas|7100|MG
3164407|N6|Município|São Sebastião da Bela Vista|5598|MG
3164431|N6|Município|São Sebastião da Vargem Alegre|3039|MG
3164472|N6|Município|São Sebastião do Anta|6697|MG
3164506|N6|Município|São Sebastião do Maranhão|9884|MG
3164605|N6|Município|São Sebastião do Oeste|6948|MG
3164704|N6|Município|São Sebastião do Paraíso|71915|MG
3164803|N6|Município|São Sebastião do Rio Preto|1478|MG
3164902|N6|Município|São Sebastião do Rio Verde|2259|MG
3165008|N6|Município|São Tiago|10979|MG
3165107|N6|Município|São Tomás de Aquino|6980|MG
3165206|N6|Município|São Tomé das Letras|7151|MG
3165305|N6|Município|São Vicente de Minas|7876|MG
3165404|N6|Município|Sapucaí-Mirim|7045|MG
3165503|N6|Município|Sardoá|6421|MG
3165537|N6|Município|Sarzedo|34050|MG
3165552|N6|Município|Setubinha|12493|MG
3165560|N6|Município|Sem-Peixe|2579|MG
3165578|N6|Município|Senador Amaral|5365|MG
3165602|N6|Município|Senador Cortes|2001|MG
3165701|N6|Município|Senador Firmino|7902|MG
3165800|N6|Município|Senador José Bento|1422|MG
3165909|N6|Município|Senador Modestino Gonçalves|4056|MG
3166006|N6|Município|Senhora de Oliveira|5786|MG
3166105|N6|Município|Senhora do Porto|3516|MG
3166204|N6|Município|Senhora dos Remédios|10474|MG
3166303|N6|Município|Sericita|7340|MG
3166402|N6|Município|Seritinga|1857|MG
3166501|N6|Município|Serra Azul de Minas|4292|MG
3166600|N6|Município|Serra da Saudade|771|MG
3166709|N6|Município|Serra dos Aimorés|8725|MG
3166808|N6|Município|Serra do Salitre|11750|MG
3166907|N6|Município|Serrania|7667|MG
3166956|N6|Município|Serranópolis de Minas|4836|MG
3167004|N6|Município|Serranos|1949|MG
3167103|N6|Município|Serro|20915|MG
3167202|N6|Município|Sete Lagoas|243950|MG
3167301|N6|Município|Silveirânia|2267|MG
3167400|N6|Município|Silvianópolis|6258|MG
3167509|N6|Município|Simão Pereira|2621|MG
3167608|N6|Município|Simonésia|19834|MG
3167707|N6|Município|Sobrália|5476|MG
3167806|N6|Município|Soledade de Minas|6226|MG
3167905|N6|Município|Tabuleiro|3669|MG
3168002|N6|Município|Taiobeiras|34653|MG
3168051|N6|Município|Taparuba|3093|MG
3168101|N6|Município|Tapira|4890|MG
3168200|N6|Município|Tapiraí|1869|MG
3168309|N6|Município|Taquaraçu de Minas|4120|MG
3168408|N6|Município|Tarumirim|14280|MG
3168507|N6|Município|Teixeiras|11680|MG
3168606|N6|Município|Teófilo Otoni|141269|MG
3168705|N6|Município|Timóteo|91268|MG
3168804|N6|Município|Tiradentes|8160|MG
3168903|N6|Município|Tiros|6369|MG
3169000|N6|Município|Tocantins|16769|MG
3169059|N6|Município|Tocos do Moji|4117|MG
3169109|N6|Município|Toledo|6336|MG
3169208|N6|Município|Tombos|7683|MG
3169307|N6|Município|Três Corações|80561|MG
3169356|N6|Município|Três Marias|33062|MG
3169406|N6|Município|Três Pontas|57127|MG
3169505|N6|Município|Tumiritinga|6797|MG
3169604|N6|Município|Tupaciguara|25466|MG
3169703|N6|Município|Turmalina|20280|MG
3169802|N6|Município|Turvolândia|5099|MG
3169901|N6|Município|Ubá|117995|MG
3170008|N6|Município|Ubaí|12661|MG
3170057|N6|Município|Ubaporanga|12514|MG
3170107|N6|Município|Uberaba|340277|MG
3170206|N6|Município|Uberlândia|706597|MG
3170305|N6|Município|Umburatiba|2582|MG
3170404|N6|Município|Unaí|85461|MG
3170438|N6|Município|União de Minas|4265|MG
3170479|N6|Município|Uruana de Minas|3256|MG
3170503|N6|Município|Urucânia|10333|MG
3170529|N6|Município|Urucuia|17470|MG
3170578|N6|Município|Vargem Alegre|6460|MG
3170602|N6|Município|Vargem Bonita|2143|MG
3170651|N6|Município|Vargem Grande do Rio Pardo|5045|MG
3170701|N6|Município|Varginha|137608|MG
3170750|N6|Município|Varjão de Minas|7235|MG
3170800|N6|Município|Várzea da Palma|40101|MG
3170909|N6|Município|Varzelândia|19290|MG
3171006|N6|Município|Vazante|20692|MG
3171030|N6|Município|Verdelândia|9527|MG
3171071|N6|Município|Veredinha|5733|MG
3171105|N6|Município|Veríssimo|4090|MG
3171154|N6|Município|Vermelho Novo|4852|MG
3171204|N6|Município|Vespasiano|131849|MG
3171303|N6|Município|Viçosa|79910|MG
3171402|N6|Município|Vieiras|3570|MG
3171501|N6|Município|Mathias Lobato|3157|MG
3171600|N6|Município|Virgem da Lapa|13729|MG
3171709|N6|Município|Virgínia|8652|MG
3171808|N6|Município|Virginópolis|10459|MG
3171907|N6|Município|Virgolândia|5303|MG
3172004|N6|Município|Visconde do Rio Branco|43351|MG
3172103|N6|Município|Volta Grande|5270|MG
3172202|N6|Município|Wenceslau Braz|2543|MG
3200102|N6|Município|Afonso Cláudio|30326|ES
3200136|N6|Município|Águia Branca|9621|ES
3200169|N6|Município|Água Doce do Norte|10801|ES
3200201|N6|Município|Alegre|29869|ES
3200300|N6|Município|Alfredo Chaves|14670|ES
3200359|N6|Município|Alto Rio Novo|7911|ES
3200409|N6|Município|Anchieta|30285|ES
3200508|N6|Município|Apiacá|7542|ES
3200607|N6|Município|Aracruz|104942|ES
3200706|N6|Município|Atílio Vivácqua|12270|ES
3200805|N6|Município|Baixo Guandu|31263|ES
3200904|N6|Município|Barra de São Francisco|45301|ES
3201001|N6|Município|Boa Esperança|15146|ES
3201100|N6|Município|Bom Jesus do Norte|9988|ES
3201159|N6|Município|Brejetuba|12450|ES
3201209|N6|Município|Cachoeiro de Itapemirim|212172|ES
3201308|N6|Município|Cariacica|386495|ES
3201407|N6|Município|Castelo|37956|ES
3201506|N6|Município|Colatina|124283|ES
3201605|N6|Município|Conceição da Barra|31479|ES
3201704|N6|Município|Conceição do Castelo|12887|ES
3201803|N6|Município|Divino de São Lourenço|4236|ES
3201902|N6|Município|Domingos Martins|34120|ES
3202009|N6|Município|Dores do Rio Preto|6793|ES
3202108|N6|Município|Ecoporanga|22748|ES
3202207|N6|Município|Fundão|22379|ES
3202256|N6|Município|Governador Lindenberg|13047|ES
3202306|N6|Município|Guaçuí|31372|ES
3202405|N6|Município|Guarapari|128504|ES
3202454|N6|Município|Ibatiba|26762|ES
3202504|N6|Município|Ibiraçu|12701|ES
3202553|N6|Município|Ibitirama|8830|ES
3202603|N6|Município|Iconha|14083|ES
3202652|N6|Município|Irupi|13672|ES
3202702|N6|Município|Itaguaçu|13982|ES
3202801|N6|Município|Itapemirim|34957|ES
3202900|N6|Município|Itarana|10433|ES
3203007|N6|Município|Iúna|29417|ES
3203056|N6|Município|Jaguaré|31589|ES
3203106|N6|Município|Jerônimo Monteiro|12336|ES
3203130|N6|Município|João Neiva|16774|ES
3203163|N6|Município|Laranja da Terra|10919|ES
3203205|N6|Município|Linhares|179755|ES
3203304|N6|Município|Mantenópolis|15653|ES
3203320|N6|Município|Marataízes|39259|ES
3203346|N6|Município|Marechal Floriano|17141|ES
3203353|N6|Município|Marilândia|13091|ES
3203403|N6|Município|Mimoso do Sul|26079|ES
3203502|N6|Município|Montanha|18954|ES
3203601|N6|Município|Mucurici|5468|ES
3203700|N6|Município|Muniz Freire|17176|ES
3203809|N6|Município|Muqui|15602|ES
3203908|N6|Município|Nova Venécia|50751|ES
3204005|N6|Município|Pancas|23426|ES
3204054|N6|Município|Pedro Canário|26575|ES
3204104|N6|Município|Pinheiros|27601|ES
3204203|N6|Município|Piúma|22388|ES
3204252|N6|Município|Ponto Belo|8016|ES
3204302|N6|Município|Presidente Kennedy|11741|ES
3204351|N6|Município|Rio Bananal|19398|ES
3204401|N6|Município|Rio Novo do Sul|11630|ES
3204500|N6|Município|Santa Leopoldina|12171|ES
3204559|N6|Município|Santa Maria de Jetibá|41588|ES
3204609|N6|Município|Santa Teresa|23853|ES
3204658|N6|Município|São Domingos do Norte|8735|ES
3204708|N6|Município|São Gabriel da Palha|39085|ES
3204807|N6|Município|São José do Calçado|10536|ES
3204906|N6|Município|São Mateus|134629|ES
3204955|N6|Município|São Roque do Canaã|12602|ES
3205002|N6|Município|Serra|536765|ES
3205010|N6|Município|Sooretama|31278|ES
3205036|N6|Município|Vargem Alta|21778|ES
3205069|N6|Município|Venda Nova do Imigrante|26204|ES
3205101|N6|Município|Viana|80735|ES
3205150|N6|Município|Vila Pavão|9280|ES
3205176|N6|Município|Vila Valério|14065|ES
3205200|N6|Município|Vila Velha|508655|ES
3205309|N6|Município|Vitória|369534|ES
3300100|N6|Município|Angra dos Reis|210171|RJ
3300159|N6|Município|Aperibé|12036|RJ
3300209|N6|Município|Araruama|136109|RJ
3300225|N6|Município|Areal|12763|RJ
3300233|N6|Município|Armação dos Búzios|35060|RJ
3300258|N6|Município|Arraial do Cabo|30827|RJ
3300308|N6|Município|Barra do Piraí|101139|RJ
3300407|N6|Município|Barra Mansa|185237|RJ
3300456|N6|Município|Belford Roxo|515239|RJ
3300506|N6|Município|Bom Jardim|27779|RJ
3300605|N6|Município|Bom Jesus do Itabapoana|37306|RJ
3300704|N6|Município|Cabo Frio|234077|RJ
3300803|N6|Município|Cachoeiras de Macacu|59652|RJ
3300902|N6|Município|Cambuci|15521|RJ
3300936|N6|Município|Carapebus|16859|RJ
3300951|N6|Município|Comendador Levy Gasparian|8590|RJ
3301009|N6|Município|Campos dos Goytacazes|514643|RJ
3301108|N6|Município|Cantagalo|20163|RJ
3301157|N6|Município|Cardoso Moreira|12818|RJ
3301207|N6|Município|Carmo|19161|RJ
