COD_IBGE|NIVEL_IBGE|NIVEL_NOME|MUNICIPIO|POPULACAO|UF
2505600|N6|Município|Diamante|6506|PB
2505709|N6|Município|Dona Inês|10375|PB
2505808|N6|Município|Duas Estradas|3569|PB
2505907|N6|Município|Emas|3556|PB
2506004|N6|Município|Esperança|33386|PB
2506103|N6|Município|Fagundes|11180|PB
2506202|N6|Município|Frei Martinho|2989|PB
2506251|N6|Município|Gado Bravo|8292|PB
2506301|N6|Município|Guarabira|59389|PB
2506400|N6|Município|Gurinhém|14125|PB
2506509|N6|Município|Gurjão|3477|PB
2506608|N6|Município|Ibiara|5877|PB
2506707|N6|Município|Imaculada|11877|PB
2506806|N6|Município|Ingá|18184|PB
2506905|N6|Município|Itabaiana|24363|PB
2507002|N6|Município|Itaporanga|24960|PB
2507101|N6|Município|Itapororoca|18978|PB
2507200|N6|Município|Itatuba|11069|PB
2507309|N6|Município|Jacaraú|14467|PB
2507408|N6|Município|Jericó|7751|PB
2507507|N6|Município|João Pessoa|825796|PB
2507606|N6|Município|Juarez Távora|8014|PB
2507705|N6|Município|Juazeirinho|18422|PB
2507804|N6|Município|Junco do Seridó|7238|PB
2507903|N6|Município|Juripiranga|10830|PB
2508000|N6|Município|Juru|9831|PB
2508109|N6|Município|Lagoa|4640|PB
2508208|N6|Município|Lagoa de Dentro|7754|PB
2508307|N6|Município|Lagoa Seca|27728|PB
2508406|N6|Município|Lastro|2698|PB
2508505|N6|Município|Livramento|7274|PB
2508554|N6|Município|Logradouro|4406|PB
2508604|N6|Município|Lucena|13344|PB
2508703|N6|Município|Mãe d'Água|3988|PB
2508802|N6|Município|Malta|5745|PB
2508901|N6|Município|Mamanguape|45385|PB
2509008|N6|Município|Manaíra|10988|PB
2509057|N6|Município|Marcação|8746|PB
2509107|N6|Município|Mari|21895|PB
2509156|N6|Município|Marizópolis|6689|PB
2509206|N6|Município|Massaranduba|14077|PB
2509305|N6|Município|Mataraca|8642|PB
2509339|N6|Município|Matinhas|4528|PB
2509370|N6|Município|Mato Grosso|2944|PB
2509396|N6|Município|Maturéia|6690|PB
2509404|N6|Município|Mogeiro|13238|PB
2509503|N6|Município|Montadas|5806|PB
2509602|N6|Município|Monte Horebe|4867|PB
2509701|N6|Município|Monteiro|33638|PB
2509800|N6|Município|Mulungu|9962|PB
2509909|N6|Município|Natuba|10449|PB
2510006|N6|Município|Nazarezinho|7271|PB
2510105|N6|Município|Nova Floresta|10614|PB
2510204|N6|Município|Nova Olinda|5892|PB
2510303|N6|Município|Nova Palmeira|5011|PB
2510402|N6|Município|Olho d'Água|6399|PB
2510501|N6|Município|Olivedos|3989|PB
2510600|N6|Município|Ouro Velho|3052|PB
2510659|N6|Município|Parari|1747|PB
2510709|N6|Município|Passagem|2453|PB
2510808|N6|Município|Patos|108766|PB
2510907|N6|Município|Paulista|12411|PB
2511004|N6|Município|Pedra Branca|3802|PB
2511103|N6|Município|Pedra Lavrada|7954|PB
2511202|N6|Município|Pedras de Fogo|28607|PB
2511301|N6|Município|Piancó|16147|PB
2511400|N6|Município|Picuí|18737|PB
2511509|N6|Município|Pilar|12036|PB
2511608|N6|Município|Pilões|6518|PB
2511707|N6|Município|Pilõezinhos|4937|PB
2511806|N6|Município|Pirpirituba|10590|PB
2511905|N6|Município|Pitimbu|19478|PB
2512002|N6|Município|Pocinhos|18848|PB
2512036|N6|Município|Poço Dantas|3877|PB
2512077|N6|Município|Poço de José de Moura|4366|PB
2512101|N6|Município|Pombal|32803|PB
2512200|N6|Município|Prata|4265|PB
2512309|N6|Município|Princesa Isabel|23749|PB
2512408|N6|Município|Puxinanã|13801|PB
2512507|N6|Município|Queimadas|44388|PB
2512606|N6|Município|Quixaba|2009|PB
2512705|N6|Município|Remígio|19973|PB
2512721|N6|Município|Pedro Régis|6139|PB
2512747|N6|Município|Riachão|3650|PB
2512754|N6|Município|Riachão do Bacamarte|4562|PB
2512762|N6|Município|Riachão do Poço|4571|PB
2512788|N6|Município|Riacho de Santo Antônio|1999|PB
2512804|N6|Município|Riacho dos Cavalos|8555|PB
2512903|N6|Município|Rio Tinto|24258|PB
2513000|N6|Município|Salgadinho|3975|PB
2513109|N6|Município|Salgado de São Félix|12123|PB
2513158|N6|Município|Santa Cecília|6526|PB
2513208|N6|Município|Santa Cruz|6579|PB
2513307|N6|Município|Santa Helena|5853|PB
2513356|N6|Município|Santa Inês|3591|PB
2513406|N6|Município|Santa Luzia|15470|PB
2513505|N6|Município|Santana de Mangueira|5098|PB
2513604|N6|Município|Santana dos Garrotes|6942|PB
2513653|N6|Município|Joca Claudino|2640|PB
2513703|N6|Município|Santa Rita|138093|PB
2513802|N6|Município|Santa Teresinha|4550|PB
2513851|N6|Município|Santo André|2496|PB
2513901|N6|Município|São Bento|34650|PB
2513927|N6|Município|São Bentinho|4602|PB
2513943|N6|Município|São Domingos do Cariri|2645|PB
2513968|N6|Município|São Domingos|3119|PB
2513984|N6|Município|São Francisco|3377|PB
2514008|N6|Município|São João do Cariri|4170|PB
2514107|N6|Município|São João do Tigre|4408|PB
2514206|N6|Município|São José da Lagoa Tapada|7622|PB
2514305|N6|Município|São José de Caiana|6394|PB
2514404|N6|Município|São José de Espinharas|4631|PB
2514453|N6|Município|São José dos Ramos|6037|PB
2514503|N6|Município|São José de Piranhas|20406|PB
2514552|N6|Município|São José de Princesa|3898|PB
2514602|N6|Município|São José do Bonfim|3619|PB
2514651|N6|Município|São José do Brejo do Cruz|1821|PB
2514701|N6|Município|São José do Sabugi|4153|PB
2514800|N6|Município|São José dos Cordeiros|3607|PB
2514909|N6|Município|São Mamede|7682|PB
2515005|N6|Município|São Miguel de Taipu|7450|PB
2515104|N6|Município|São Sebastião de Lagoa de Roça|11793|PB
2515203|N6|Município|São Sebastião do Umbuzeiro|3534|PB
2515302|N6|Município|Sapé|52977|PB
2515401|N6|Município|São Vicente do Seridó|10919|PB
2515500|N6|Município|Serra Branca|13807|PB
2515609|N6|Município|Serra da Raiz|3114|PB
2515708|N6|Município|Serra Grande|2921|PB
2515807|N6|Município|Serra Redonda|7001|PB
2515906|N6|Município|Serraria|6037|PB
2515930|N6|Município|Sertãozinho|5152|PB
2515971|N6|Município|Sobrado|7845|PB
2516003|N6|Município|Solânea|26051|PB
2516102|N6|Município|Soledade|15211|PB
2516151|N6|Município|Sossêgo|3631|PB
2516201|N6|Município|Sousa|69997|PB
2516300|N6|Município|Sumé|17096|PB
2516409|N6|Município|Tacima|11024|PB
2516508|N6|Município|Taperoá|15505|PB
2516607|N6|Município|Tavares|14791|PB
2516706|N6|Município|Teixeira|15333|PB
2516755|N6|Município|Tenório|3103|PB
2516805|N6|Município|Triunfo|9473|PB
2516904|N6|Município|Uiraúna|15356|PB
2517001|N6|Município|Umbuzeiro|9914|PB
2517100|N6|Município|Várzea|2870|PB
2517209|N6|Município|Vieirópolis|5395|PB
2517407|N6|Município|Zabelê|2269|PB
2600054|N6|Município|Abreu e Lima|100698|PE
2600104|N6|Município|Afogados da Ingazeira|37546|PE
2600203|N6|Município|Afrânio|19981|PE
2600302|N6|Município|Agrestina|25240|PE
2600401|N6|Município|Água Preta|37386|PE
2600500|N6|Município|Águas Belas|43923|PE
2600609|N6|Município|Alagoinha|14798|PE
2600708|N6|Município|Aliança|38408|PE
2600807|N6|Município|Altinho|22996|PE
2600906|N6|Município|Amaraji|22910|PE
2601003|N6|Município|Angelim|11301|PE
2601052|N6|Município|Araçoiaba|20936|PE
2601102|N6|Município|Araripina|85301|PE
2601201|N6|Município|Arcoverde|75295|PE
2601300|N6|Município|Barra de Guabiraba|14632|PE
2601409|N6|Município|Barreiros|42866|PE
2601508|N6|Município|Belém de Maria|12169|PE
2601607|N6|Município|Belém do São Francisco|20730|PE
2601706|N6|Município|Belo Jardim|76930|PE
2601805|N6|Município|Betânia|12811|PE
2601904|N6|Município|Bezerros|60960|PE
2602001|N6|Município|Bodocó|38605|PE
2602100|N6|Município|Bom Conselho|48975|PE
2602209|N6|Município|Bom Jardim|40038|PE
2602308|N6|Município|Bonito|38101|PE
2602407|N6|Município|Brejão|8981|PE
2602506|N6|Município|Brejinho|7489|PE
2602605|N6|Município|Brejo da Madre de Deus|51696|PE
2602704|N6|Município|Buenos Aires|13224|PE
2602803|N6|Município|Buíque|59448|PE
2602902|N6|Município|Cabo de Santo Agostinho|210796|PE
2603009|N6|Município|Cabrobó|34778|PE
2603108|N6|Município|Cachoeirinha|20618|PE
2603207|N6|Município|Caetés|29065|PE
2603306|N6|Município|Calçado|10983|PE
2603405|N6|Município|Calumbi|5744|PE
2603454|N6|Município|Camaragibe|159945|PE
2603504|N6|Município|Camocim de São Félix|19032|PE
2603603|N6|Município|Camutanga|8592|PE
2603702|N6|Município|Canhotinho|24743|PE
2603801|N6|Município|Capoeiras|20048|PE
2603900|N6|Município|Carnaíba|19666|PE
2603926|N6|Município|Carnaubeira da Penha|13117|PE
2604007|N6|Município|Carpina|85131|PE
2604106|N6|Município|Caruaru|369343|PE
2604155|N6|Município|Casinhas|14395|PE
2604205|N6|Município|Catende|43778|PE
2604304|N6|Município|Cedro|11972|PE
2604403|N6|Município|Chã de Alegria|13641|PE
2604502|N6|Município|Chã Grande|21929|PE
2604601|N6|Município|Condado|26755|PE
2604700|N6|Município|Correntes|18327|PE
2604809|N6|Município|Cortês|12543|PE
2604908|N6|Município|Cumaru|9494|PE
2605004|N6|Município|Cupira|24237|PE
2605103|N6|Município|Custódia|37633|PE
2605152|N6|Município|Dormentes|19246|PE
2605202|N6|Município|Escada|69701|PE
2605301|N6|Município|Exu|31709|PE
2605400|N6|Município|Feira Nova|22360|PE
2605459|N6|Município|Fernando de Noronha|3140|PE
2605509|N6|Município|Ferreiros|12216|PE
2605608|N6|Município|Flores|22612|PE
2605707|N6|Município|Floresta|33488|PE
2605806|N6|Município|Frei Miguelinho|15633|PE
2605905|N6|Município|Gameleira|31578|PE
2606002|N6|Município|Garanhuns|141347|PE
2606101|N6|Município|Glória do Goitá|30847|PE
2606200|N6|Município|Goiana|80345|PE
2606309|N6|Município|Granito|7586|PE
2606408|N6|Município|Gravatá|85309|PE
2606507|N6|Município|Iati|19284|PE
2606606|N6|Município|Ibimirim|29585|PE
2606705|N6|Município|Ibirajuba|7773|PE
2606804|N6|Município|Igarassu|119690|PE
2606903|N6|Município|Iguaracy|12265|PE
2607000|N6|Município|Inajá|24034|PE
2607109|N6|Município|Ingazeira|4537|PE
2607208|N6|Município|Ipojuca|99101|PE
2607307|N6|Município|Ipubi|31515|PE
2607406|N6|Município|Itacuruba|5013|PE
2607505|N6|Município|Itaíba|26268|PE
2607604|N6|Município|Ilha de Itamaracá|27076|PE
2607653|N6|Município|Itambé|36495|PE
2607703|N6|Município|Itapetim|13492|PE
2607752|N6|Município|Itapissuma|27144|PE
2607802|N6|Município|Itaquitinga|17056|PE
2607901|N6|Município|Jaboatão dos Guararapes|711330|PE
2607950|N6|Município|Jaqueira|11632|PE
2608008|N6|Município|Jataúba|17305|PE
2608057|N6|Município|Jatobá|14904|PE
2608107|N6|Município|João Alfredo|33570|PE
2608206|N6|Município|Joaquim Nabuco|15999|PE
2608255|N6|Município|Jucati|11545|PE
2608305|N6|Município|Jupi|15007|PE
2608404|N6|Município|Jurema|15483|PE
2608453|N6|Município|Lagoa do Carro|18429|PE
2608503|N6|Município|Lagoa de Itaenga|21490|PE
2608602|N6|Município|Lagoa do Ouro|13300|PE
2608701|N6|Município|Lagoa dos Gatos|16345|PE
2608750|N6|Município|Lagoa Grande|26090|PE
2608800|N6|Município|Lajedo|40883|PE
2608909|N6|Município|Limoeiro|56149|PE
2609006|N6|Município|Macaparana|25565|PE
2609105|N6|Município|Machados|16549|PE
2609154|N6|Município|Manari|22110|PE
2609204|N6|Município|Maraial|11098|PE
2609303|N6|Município|Mirandiba|15548|PE
2609402|N6|Município|Moreno|63792|PE
2609501|N6|Município|Nazaré da Mata|32673|PE
2609600|N6|Município|Olinda|393734|PE
2609709|N6|Município|Orobó|23985|PE
2609808|N6|Município|Orocó|15309|PE
2609907|N6|Município|Ouricuri|70466|PE
2610004|N6|Município|Palmares|63745|PE
2610103|N6|Município|Palmeirina|7509|PE
2610202|N6|Município|Panelas|26438|PE
2610301|N6|Município|Paranatama|11608|PE
2610400|N6|Município|Parnamirim|22198|PE
2610509|N6|Município|Passira|28856|PE
2610608|N6|Município|Paudalho|57346|PE
2610707|N6|Município|Paulista|336919|PE
2610806|N6|Município|Pedra|22716|PE
2610905|N6|Município|Pesqueira|68067|PE
2611002|N6|Município|Petrolândia|37246|PE
2611101|N6|Município|Petrolina|359372|PE
2611200|N6|Município|Poção|11308|PE
2611309|N6|Município|Pombos|27204|PE
2611408|N6|Município|Primavera|15231|PE
2611507|N6|Município|Quipapá|26309|PE
2611533|N6|Município|Quixaba|6796|PE
2611606|N6|Município|Recife|1661017|PE
2611705|N6|Município|Riacho das Almas|20744|PE
2611804|N6|Município|Ribeirão|47813|PE
2611903|N6|Município|Rio Formoso|23719|PE
2612000|N6|Município|Sairé|9600|PE
2612109|N6|Município|Salgadinho|11214|PE
2612208|N6|Município|Salgueiro|61561|PE
2612307|N6|Município|Saloá|15880|PE
2612406|N6|Município|Sanharó|27308|PE
2612455|N6|Município|Santa Cruz|15713|PE
2612471|N6|Município|Santa Cruz da Baixa Verde|12708|PE
2612505|N6|Município|Santa Cruz do Capibaribe|111812|PE
2612554|N6|Município|Santa Filomena|14645|PE
2612604|N6|Município|Santa Maria da Boa Vista|42266|PE
2612703|N6|Município|Santa Maria do Cambucá|14308|PE
2612802|N6|Município|Santa Terezinha|11914|PE
2612901|N6|Município|São Benedito do Sul|16239|PE
2613008|N6|Município|São Bento do Una|60567|PE
2613107|N6|Município|São Caitano|37488|PE
2613206|N6|Município|São João|23002|PE
2613305|N6|Município|São Joaquim do Monte|21439|PE
2613404|N6|Município|São José da Coroa Grande|21868|PE
2613503|N6|Município|São José do Belmonte|34082|PE
2613602|N6|Município|São José do Egito|34210|PE
2613701|N6|Município|São Lourenço da Mata|114910|PE
2613800|N6|Município|São Vicente Férrer|18150|PE
2613909|N6|Município|Serra Talhada|87467|PE
2614006|N6|Município|Serrita|19226|PE
2614105|N6|Município|Sertânia|36189|PE
2614204|N6|Município|Sirinhaém|46845|PE
2614303|N6|Município|Moreilândia|11269|PE
2614402|N6|Município|Solidão|6034|PE
2614501|N6|Município|Surubim|66192|PE
2614600|N6|Município|Tabira|28860|PE
2614709|N6|Município|Tacaimbó|12843|PE
2614808|N6|Município|Tacaratu|26439|PE
2614857|N6|Município|Tamandaré|23852|PE
2615003|N6|Município|Taquaritinga do Norte|29472|PE
2615102|N6|Município|Terezinha|7227|PE
2615201|N6|Município|Terra Nova|10314|PE
2615300|N6|Município|Timbaúba|52587|PE
2615409|N6|Município|Toritama|47088|PE
2615508|N6|Município|Tracunhaém|13856|PE
2615607|N6|Município|Trindade|31103|PE
2615706|N6|Município|Triunfo|15232|PE
2615805|N6|Município|Tupanatinga|27793|PE
2615904|N6|Município|Tuparetama|8266|PE
2616001|N6|Município|Venturosa|18835|PE
2616100|N6|Município|Verdejante|9572|PE
2616183|N6|Município|Vertente do Lério|7526|PE
2616209|N6|Município|Vertentes|21172|PE
2616308|N6|Município|Vicência|32897|PE
2616407|N6|Município|Vitória de Santo Antão|140389|PE
2616506|N6|Município|Xexéu|14789|PE
2700102|N6|Município|Água Branca|20263|AL
2700201|N6|Município|Anadia|17507|AL
2700300|N6|Município|Arapiraca|234309|AL
2700409|N6|Município|Atalaia|47540|AL
2700508|N6|Município|Barra de Santo Antônio|16201|AL
2700607|N6|Município|Barra de São Miguel|8434|AL
2700706|N6|Município|Batalha|18440|AL
2700805|N6|Município|Belém|4226|AL
2700904|N6|Município|Belo Monte|6717|AL
2701001|N6|Município|Boca da Mata|27429|AL
2701100|N6|Município|Branquinha|10426|AL
2701209|N6|Município|Cacimbinhas|10920|AL
2701308|N6|Município|Cajueiro|21397|AL
2701357|N6|Município|Campestre|6972|AL
2701407|N6|Município|Campo Alegre|57997|AL
2701506|N6|Município|Campo Grande|9576|AL
2701605|N6|Município|Canapi|17715|AL
2701704|N6|Município|Capela|16907|AL
2701803|N6|Município|Carneiros|9568|AL
2701902|N6|Município|Chã Preta|7311|AL
2702009|N6|Município|Coité do Nóia|10594|AL
2702108|N6|Município|Colônia Leopoldina|21935|AL
2702207|N6|Município|Coqueiro Seco|5882|AL
2702306|N6|Município|Coruripe|57647|AL
2702355|N6|Município|Craíbas|24396|AL
2702405|N6|Município|Delmiro Gouveia|52501|AL
2702504|N6|Município|Dois Riachos|11059|AL
2702553|N6|Município|Estrela de Alagoas|18304|AL
2702603|N6|Município|Feira Grande|22192|AL
2702702|N6|Município|Feliz Deserto|4803|AL
2702801|N6|Município|Flexeiras|12823|AL
2702900|N6|Município|Girau do Ponciano|41549|AL
2703007|N6|Município|Ibateguara|15637|AL
2703106|N6|Município|Igaci|25596|AL
2703205|N6|Município|Igreja Nova|24670|AL
2703304|N6|Município|Inhapi|18398|AL
2703403|N6|Município|Jacaré dos Homens|5185|AL
2703502|N6|Município|Jacuípe|6992|AL
2703601|N6|Município|Japaratinga|8444|AL
2703700|N6|Município|Jaramataia|5751|AL
2703759|N6|Município|Jequiá da Praia|11495|AL
2703809|N6|Município|Joaquim Gomes|24167|AL
2703908|N6|Município|Jundiá|4119|AL
2704005|N6|Município|Junqueiro|24716|AL
2704104|N6|Município|Lagoa da Canoa|17692|AL
2704203|N6|Município|Limoeiro de Anadia|28904|AL
2704302|N6|Município|Maceió|1031597|AL
2704401|N6|Município|Major Isidoro|19923|AL
2704500|N6|Município|Maragogi|33351|AL
2704609|N6|Município|Maravilha|8850|AL
2704708|N6|Município|Marechal Deodoro|52848|AL
2704807|N6|Município|Maribondo|13123|AL
2704906|N6|Município|Mar Vermelho|3474|AL
2705002|N6|Município|Mata Grande|25200|AL
2705101|N6|Município|Matriz de Camaragibe|24627|AL
2705200|N6|Município|Messias|18201|AL
2705309|N6|Município|Minador do Negrão|5315|AL
2705408|N6|Município|Monteirópolis|7171|AL
2705507|N6|Município|Murici|28428|AL
2705606|N6|Município|Novo Lino|12837|AL
2705705|N6|Município|Olho d'Água das Flores|21690|AL
2705804|N6|Município|Olho d'Água do Casado|9507|AL
2705903|N6|Município|Olho d'Água Grande|5133|AL
2706000|N6|Município|Olivença|11681|AL
2706109|N6|Município|Ouro Branco|11573|AL
2706208|N6|Município|Palestina|5061|AL
2706307|N6|Município|Palmeira dos Índios|73452|AL
2706406|N6|Município|Pão de Açúcar|24307|AL
2706422|N6|Município|Pariconha|10546|AL
2706448|N6|Município|Paripueira|13484|AL
2706505|N6|Município|Passo de Camaragibe|15270|AL
2706604|N6|Município|Paulo Jacinto|7556|AL
2706703|N6|Município|Penedo|64005|AL
2706802|N6|Município|Piaçabuçu|17868|AL
2706901|N6|Município|Pilar|35310|AL
2707008|N6|Município|Pindoba|2903|AL
2707107|N6|Município|Piranhas|25324|AL
2707206|N6|Município|Poço das Trincheiras|14447|AL
2707305|N6|Município|Porto Calvo|27331|AL
2707404|N6|Município|Porto de Pedras|7618|AL
2707503|N6|Município|Porto Real do Colégio|20158|AL
2707602|N6|Município|Quebrangulo|11202|AL
2707701|N6|Município|Rio Largo|75662|AL
2707800|N6|Município|Roteiro|6634|AL
2707909|N6|Município|Santa Luzia do Norte|7344|AL
2708006|N6|Município|Santana do Ipanema|47910|AL
2708105|N6|Município|Santana do Mundaú|10637|AL
2708204|N6|Município|São Brás|6977|AL
2708303|N6|Município|São José da Laje|24064|AL
2708402|N6|Município|São José da Tapera|32462|AL
2708501|N6|Município|São Luís do Quitunde|34825|AL
2708600|N6|Município|São Miguel dos Campos|62328|AL
2708709|N6|Município|São Miguel dos Milagres|8073|AL
2708808|N6|Município|São Sebastião|34424|AL
2708907|N6|Município|Satuba|14042|AL
2708956|N6|Município|Senador Rui Palmeira|13893|AL
2709004|N6|Município|Tanque d'Arca|6115|AL
2709103|N6|Município|Taquarana|20162|AL
2709152|N6|Município|Teotônio Vilela|44570|AL
2709202|N6|Município|Traipu|27934|AL
2709301|N6|Município|União dos Palmares|65963|AL
2709400|N6|Município|Viçosa|25655|AL
2800100|N6|Município|Amparo do São Francisco|2386|SE
2800209|N6|Município|Aquidabã|21796|SE
2800308|N6|Município|Aracaju|672614|SE
2800407|N6|Município|Arauá|9840|SE
2800506|N6|Município|Areia Branca|18825|SE
2800605|N6|Município|Barra dos Coqueiros|31439|SE
2800670|N6|Município|Boquim|26980|SE
2800704|N6|Município|Brejo Grande|8396|SE
2801009|N6|Município|Campo do Brito|18325|SE
2801108|N6|Município|Canhoba|4003|SE
2801207|N6|Município|Canindé de São Francisco|30894|SE
2801306|N6|Município|Capela|34808|SE
2801405|N6|Município|Carira|22393|SE
2801504|N6|Município|Carmópolis|17232|SE
2801603|N6|Município|Cedro de São João|5929|SE
2801702|N6|Município|Cristinápolis|18181|SE
2801900|N6|Município|Cumbe|4008|SE
2802007|N6|Município|Divina Pastora|5290|SE
2802106|N6|Município|Estância|69919|SE
2802205|N6|Município|Feira Nova|5617|SE
2802304|N6|Município|Frei Paulo|15688|SE
2802403|N6|Município|Gararu|11599|SE
2802502|N6|Município|General Maynard|3421|SE
2802601|N6|Município|Gracho Cardoso|5831|SE
2802700|N6|Município|Ilha das Flores|8522|SE
2802809|N6|Município|Indiaroba|18337|SE
2802908|N6|Município|Itabaiana|96839|SE
2803005|N6|Município|Itabaianinha|42399|SE
2803104|N6|Município|Itabi|4869|SE
2803203|N6|Município|Itaporanga d'Ajuda|35054|SE
2803302|N6|Município|Japaratuba|19067|SE
2803401|N6|Município|Japoatã|13422|SE
2803500|N6|Município|Lagarto|106015|SE
2803609|N6|Município|Laranjeiras|30327|SE
2803708|N6|Município|Macambira|7002|SE
2803807|N6|Município|Malhada dos Bois|3715|SE
2803906|N6|Município|Malhador|12689|SE
2804003|N6|Município|Maruim|17328|SE
2804102|N6|Município|Moita Bonita|11361|SE
2804201|N6|Município|Monte Alegre de Sergipe|15315|SE
2804300|N6|Município|Muribeca|7653|SE
2804409|N6|Município|Neópolis|18688|SE
2804458|N6|Município|Nossa Senhora Aparecida|8822|SE
2804508|N6|Município|Nossa Senhora da Glória|37715|SE
2804607|N6|Município|Nossa Senhora das Dores|26957|SE
2804706|N6|Município|Nossa Senhora de Lourdes|6509|SE
2804805|N6|Município|Nossa Senhora do Socorro|187733|SE
2804904|N6|Município|Pacatuba|14650|SE
2805000|N6|Município|Pedra Mole|3309|SE
2805109|N6|Município|Pedrinhas|9727|SE
2805208|N6|Município|Pinhão|6678|SE
2805307|N6|Município|Pirambu|9436|SE
2805406|N6|Município|Poço Redondo|35461|SE
2805505|N6|Município|Poço Verde|24003|SE
2805604|N6|Município|Porto da Folha|28788|SE
2805703|N6|Município|Propriá|29756|SE
2805802|N6|Município|Riachão do Dantas|19813|SE
2805901|N6|Município|Riachuelo|10354|SE
2806008|N6|Município|Ribeirópolis|18891|SE
2806107|N6|Município|Rosário do Catete|11158|SE
2806206|N6|Município|Salgado|20051|SE
2806305|N6|Município|Santa Luzia do Itanhy|14205|SE
2806404|N6|Município|Santana do São Francisco|7906|SE
2806503|N6|Município|Santa Rosa de Lima|3933|SE
2806602|N6|Município|Santo Amaro das Brotas|12200|SE
2806701|N6|Município|São Cristóvão|92090|SE
2806800|N6|Município|São Domingos|11276|SE
2806909|N6|Município|São Francisco|3837|SE
2807006|N6|Município|São Miguel do Aleixo|3964|SE
2807105|N6|Município|Simão Dias|40724|SE
2807204|N6|Município|Siriri|9046|SE
2807303|N6|Município|Telha|3271|SE
2807402|N6|Município|Tobias Barreto|52861|SE
2807501|N6|Município|Tomar do Geru|13534|SE
2807600|N6|Município|Umbaúba|25800|SE
2900108|N6|Município|Abaíra|8681|BA
2900207|N6|Município|Abaré|20594|BA
2900306|N6|Município|Acajutiba|15214|BA
2900355|N6|Município|Adustina|17209|BA
2900405|N6|Município|Água Fria|17096|BA
2900504|N6|Município|Érico Cardoso|10513|BA
2900603|N6|Município|Aiquara|4387|BA
2900702|N6|Município|Alagoinhas|153023|BA
2900801|N6|Município|Alcobaça|22509|BA
2900900|N6|Município|Almadina|5273|BA
2901007|N6|Município|Amargosa|37631|BA
2901106|N6|Município|Amélia Rodrigues|24997|BA
2901155|N6|Município|América Dourada|16086|BA
2901205|N6|Município|Anagé|21229|BA
2901304|N6|Município|Andaraí|13122|BA
2901353|N6|Município|Andorinha|14416|BA
2901403|N6|Município|Angical|13902|BA
2901502|N6|Município|Anguera|11369|BA
2901601|N6|Município|Antas|19659|BA
2901700|N6|Município|Antônio Cardoso|11670|BA
2901809|N6|Município|Antônio Gonçalves|11955|BA
2901908|N6|Município|Aporá|17840|BA
2901957|N6|Município|Apuarema|7274|BA
2902005|N6|Município|Aracatu|12960|BA
2902054|N6|Município|Araçás|12237|BA
2902104|N6|Município|Araci|54903|BA
2902203|N6|Município|Aramari|11519|BA
2902252|N6|Município|Arataca|10904|BA
2902302|N6|Município|Aratuípe|8848|BA
2902401|N6|Município|Aurelino Leal|11079|BA
2902500|N6|Município|Baianópolis|13979|BA
2902609|N6|Município|Baixa Grande|20431|BA
2902658|N6|Município|Banzaê|13251|BA
2902708|N6|Município|Barra|54225|BA
2902807|N6|Município|Barra da Estiva|20198|BA
2902906|N6|Município|Barra do Choça|30831|BA
2903003|N6|Município|Barra do Mendes|13128|BA
2903102|N6|Município|Barra do Rocha|5515|BA
2903201|N6|Município|Barreiras|158432|BA
2903235|N6|Município|Barro Alto|15171|BA
2903276|N6|Município|Barrocas|16225|BA
2903300|N6|Município|Barro Preto|5312|BA
2903409|N6|Município|Belmonte|23540|BA
2903508|N6|Município|Belo Campo|17013|BA
2903607|N6|Município|Biritinga|15989|BA
2903706|N6|Município|Boa Nova|12039|BA
2903805|N6|Município|Boa Vista do Tupim|18491|BA
2903904|N6|Município|Bom Jesus da Lapa|70151|BA
2903953|N6|Município|Bom Jesus da Serra|9768|BA
2904001|N6|Município|Boninal|14518|BA
2904050|N6|Município|Bonito|16999|BA
2904100|N6|Município|Boquira|21486|BA
2904209|N6|Município|Botuporã|10050|BA
2904308|N6|Município|Brejões|14155|BA
2904407|N6|Município|Brejolândia|10675|BA
2904506|N6|Município|Brotas de Macaúbas|10705|BA
2904605|N6|Município|Brumado|67468|BA
2904704|N6|Município|Buerarema|18269|BA
2904753|N6|Município|Buritirama|21374|BA
2904803|N6|Município|Caatiba|6232|BA
2904852|N6|Município|Cabaceiras do Paraguaçu|19010|BA
2904902|N6|Município|Cachoeira|33659|BA
2905008|N6|Município|Caculé|23407|BA
2905107|N6|Município|Caém|8912|BA
2905156|N6|Município|Caetanos|14671|BA
2905206|N6|Município|Caetité|51184|BA
2905305|N6|Município|Cafarnaum|18585|BA
2905404|N6|Município|Cairu|18666|BA
2905503|N6|Município|Caldeirão Grande|13452|BA
2905602|N6|Município|Camacan|32023|BA
2905701|N6|Município|Camaçari|309208|BA
2905800|N6|Município|Camamu|35444|BA
2905909|N6|Município|Campo Alegre de Lourdes|28839|BA
2906006|N6|Município|Campo Formoso|71754|BA
2906105|N6|Município|Canápolis|9694|BA
2906204|N6|Município|Canarana|26468|BA
2906303|N6|Município|Canavieiras|30722|BA
2906402|N6|Município|Candeal|8109|BA
2906501|N6|Município|Candeias|87820|BA
2906600|N6|Município|Candiba|14415|BA
2906709|N6|Município|Cândido Sales|24921|BA
2906808|N6|Município|Cansanção|34929|BA
2906824|N6|Município|Canudos|16832|BA
2906857|N6|Município|Capela do Alto Alegre|11597|BA
2906873|N6|Município|Capim Grosso|31055|BA
2906899|N6|Município|Caraíbas|8659|BA
2906907|N6|Município|Caravelas|22166|BA
